id,name,url,unit,status,province,prefecture,county,admin_level
1301000017,石家庄市水利局,http://slj.sjz.gov.cn/,石家庄市水利局,正常,河北省,石家庄市,,prefecture
1301000019,石家庄住房和城乡建设局,http://zjj.sjz.gov.cn,石家庄住房和城乡建设局,正常,河北省,石家庄市,,prefecture
1301000023,石家庄市生态环境局,http://sthjj.sjz.gov.cn/,石家庄市环境信息中心,正常,河北省,石家庄市,,prefecture
1301000024,石家庄市卫生健康委员会,http://wsjk.sjz.gov.cn/,石家庄市卫生健康委员会,正常,河北省,石家庄市,,prefecture
1301000025,石家庄市科学技术局,http://kjj.sjz.gov.cn/,石家庄市科学技术局,正常,河北省,石家庄市,,prefecture
1301000029,石家庄市统计局,http://tjj.sjz.gov.cn/,石家庄统计局,正常,河北省,石家庄市,,prefecture
1301000031,石家庄市城市管理综合行政执法局,http://cgj.sjz.gov.cn/,石家庄市城市管理综合行政执法局,正常,河北省,石家庄市,,prefecture
1301000034,石家庄市工业和信息化局,http://gxj.sjz.gov.cn/,石家庄市工业和信息化局,正常,河北省,石家庄市,,prefecture
1301000035,石家庄市公安局,http://gaj.sjz.gov.cn,石家庄市公安局政治部宣传处,正常,河北省,石家庄市,,prefecture
1301000036,石家庄市发展和改革委员会,http://fgw.sjz.gov.cn,石家庄市发展和改革委员会,正常,河北省,石家庄市,,prefecture
1301000037,石家庄市人力资源和社会保障局,http://rsj.sjz.gov.cn,石家庄市人力资源和社会保障局,正常,河北省,石家庄市,,prefecture
1301000038,石家庄市体育局,http://tyj.sjz.gov.cn//,石家庄市体育局,正常,河北省,石家庄市,,prefecture
1301000039,石家庄市市场监督管理局,http://scjg.sjz.gov.cn,石家庄市市场监督管理局,正常,河北省,石家庄市,,prefecture
1301000040,石家庄市园林局,http://ylj.sjz.gov.cn,石家庄市园林局,正常,河北省,石家庄市,,prefecture
1301000042,石家庄市人民政府国有资产监督管理委员会,http://gzw.sjz.gov.cn,石家庄市国资委信息中心,正常,河北省,石家庄市,,prefecture
1301000046,石家庄市应急管理局,http://yjglj.sjz.gov.cn,石家庄市应急管理局,正常,河北省,石家庄市,,prefecture
1301000048,石家庄市教育局,http://sjzjyj.sjz.gov.cn/,石家庄市教育局,正常,河北省,石家庄市,,prefecture
1301000061,石家庄市行政审批局,http://xzspj.sjz.gov.cn/,石家庄市行政审批局,正常,河北省,石家庄市,,prefecture
1301000062,石家庄市投资促进局,http://tzcjj.sjz.gov.cn/,石家庄市投资促进局,正常,河北省,石家庄市,,prefecture
1301000064,石家庄市退役军人事务局,http://tyjrswj.sjz.gov.cn,石家庄市退役军人事务局秘书科,正常,河北省,石家庄市,,prefecture
1301000065,石家庄市人民政府外事办公室,http://wsb.sjz.gov.cn/,石家庄市人民政府办公室,正常,河北省,石家庄市,,prefecture
1301000066,石家庄市医疗保障局,http://ylbzj.sjz.gov.cn,石家庄市人民政府办公室,正常,河北省,石家庄市,,prefecture
